id,tipo,id_publicacion,partido,comentario,likes_comentario,usuario,nombre_usuario,fecha_comentario,platform,tematica,opinion
18023708729831650,comentario,3907129390296812049,ERC Rubí,@elisendaalamany gràcies 😘,0,montsesolererc,-,2026-05-29,instagram,reaccio_emocional,positiva
17907936261242820,comentario,3906915634005012432,Radio Rubí,Que vais a hacer contra la inmigración ilegal y conflictiva?,0,javitr77,-,2026-05-31,instagram,inmigracion,neutra
18123319303642474,comentario,3906915634005012432,Radio Rubí,"Mantenimiento urbano, un verdadero desastre",1,estepa61,-,2026-05-28,instagram,urbanismo_limpieza,negativa
18103798762823533,comentario,3906915634005012432,Radio Rubí,Tiene razon,3,montseeee23,-,2026-05-28,instagram,otros,neutra
18585918175009835,comentario,3906915634005012432,Radio Rubí,🔝🔝🔝,1,nnggrubi,-,2026-05-28,instagram,otros,neutra
18104844520778993,comentario,3906915634005012432,Radio Rubí,Donde está el PSC de Rubí (y la izquierda) cuando se trata de defender los intereses de la ciudad?,3,adrianfzga_,-,2026-05-28,instagram,politica,neutra
18094893719218999,comentario,3906915634005012432,Radio Rubí,"No puedo con este hombre.
No hace más que aplaudir a los undependentistas",0,montserrat7772,-,2026-05-28,instagram,reaccio_emocional,neutra
18096008489231962,comentario,3906915634005012432,Radio Rubí,@adrianfzga_ haciéndose fotos! esta tarde tienen una buena ocasión para lucirse,1,eva.l.alcaraz,-,2026-05-29,instagram,tecnologia_innovacio,neutra
18138489127526693,comentario,3892649026830894109,ERC Rubí,Muy guapa pero muy seca joder tía nooooo,0,perroloco9125,-,2026-06-01,instagram,otros,neutra
17952658616985170,comentario,3904760950867754312,Radio Rubí,Todo el mundo a una!💪,0,laurapombo79,-,2026-05-25,instagram,otros,neutra
18232828486312272,comentario,3901268497612706722,ERC Rubí,Ni más ni menos,0,perroloco9125,-,2026-06-01,instagram,otros,neutra
18155928721480726,comentario,3901268497612706722,ERC Rubí,O suspensión de empleo y sueldo seis años,0,perroloco9125,-,2026-06-01,instagram,gestio_municipal,neutra
18073314332319396,comentario,3901268497612706722,ERC Rubí,👏🔥🔥🔥,0,perroloco9125,-,2026-06-01,instagram,otros,neutra
17935477089256360,comentario,3901268497612706722,ERC Rubí,Expulsados de España,0,perroloco9125,-,2026-06-01,instagram,otros,neutra
17871834957674574,comentario,3901268497612706722,ERC Rubí,Pero que mierda de droga rey felipe toman los mozos de cuadras,0,perroloco9125,-,2026-06-01,instagram,otros,negativa
17928678738334126,comentario,3901268497612706722,ERC Rubí,Tant de bo pugueu governar i fer una bona gestió en aquest ajuntament que s'ha convertit en el mas privat del psc,1,1perdutmes,-,2026-05-20,instagram,politica,positiva
18340908985170663,comentario,3901268497612706722,ERC Rubí,Massa anys al govern,1,marialuisaescola,-,2026-05-20,instagram,politica,negativa
17959098411068342,comentario,3905622811062583866,Partido Popular de Rubí,#YoConAlejandro 👏👏👏,3,nnggrubi,-,2026-05-26,instagram,otros,positiva
18007653257869674,comentario,3896703046221163472,VOX Cataluña,"No metais al separatisme, es el socialsmo y el comunismo que gobierna españa y catalunya y estos de separatistas no tienen nada, son antiindependencia, erc no es independentista, lo sabemos bien en catalunya, los independentistas estan en  contra de los ocupas y a favor de la propiedad privada",0,gloria.rv4,-,2026-05-23,instagram,politica,neutra
17889092523377517,comentario,3896703046221163472,VOX Cataluña,@danidesokupa 🙌🙌,0,esp_08214_bad,-,2026-05-22,instagram,okupacion,positiva
18047228345601537,comentario,3896703046221163472,VOX Cataluña,Madre mía 😱 🤦,1,esp_08214_bad,-,2026-05-22,instagram,otros,negativa
18295208434304602,comentario,3896703046221163472,VOX Cataluña,Encarcelan a una funcionaria de la Oficina de Extranjería de Pamplona por favorecer la inmigración irregular https://share.google/HhDnokKifbPr58tcU,0,naranjadeplata,-,2026-05-17,instagram,inmigracion,negativa
18110759782880456,comentario,3896703046221163472,VOX Cataluña,PSOE= OKUPAS,0,racasa77,-,2026-05-16,instagram,okupacion,neutra
18460086823111927,comentario,3896703046221163472,VOX Cataluña,Qe se junte mas gente y a porrazo limpio,0,andujena,-,2026-05-15,instagram,otros,neutra
18107638057937009,comentario,3896703046221163472,VOX Cataluña,Despues de 21 siglos en la era de la tecnología avances científicos del progresismo es cuando te roban la propiedad privada y se crean leyes para favorecer la okupacion,0,jordigimenezalsina,-,2026-05-15,instagram,okupacion,neutra
18092563277350001,comentario,3896703046221163472,VOX Cataluña,Terrible... Vaya sociedad de mierda,0,samava20022020,-,2026-05-27,instagram,otros,negativa
17963922725933815,comentario,3908658961713067884,Juan Jose Giner Espinosa,"👯🪽🕊️31-05-2026💙. Señorita Julia.  Le envío un saludo cordial y espero que estéis bien, que dichosa es usted disfrutar de ése baile flamenco siga adelante con firmeza Honor Lealtad Justicia Dignidad Libertad.  Amigos Pará Siempre Exsar George Balseca Castellanos 💙🕊️👯🌟🇪🇸💫🇪🇨💐🌹💙🎇🎆🪅🟦",2,exsarbalseca,-,2026-05-31,instagram,cultura_fiestas,positiva
17945666871217133,comentario,3908658961713067884,Juan Jose Giner Espinosa,👏👏,1,angel_company_,-,2026-05-31,instagram,otros,positiva
18158398303455723,comentario,3908658961713067884,Juan Jose Giner Espinosa,😍😍😍,1,yawelrubio.vibes,-,2026-05-31,instagram,otros,positiva
17986069079823189,comentario,3908658961713067884,Juan Jose Giner Espinosa,😍😍😍,1,montseeee23,-,2026-05-30,instagram,otros,positiva
18105308857968838,comentario,3908267043010925444,Ana Maria Martínez,"Bonics o boniques!!!!
😍",2,zurita.artist,-,2026-05-30,instagram,otros,positiva
17882538258591080,comentario,3908267043010925444,Ana Maria Martínez,"Llàstima que algunes  d’aquestes nenes i nens de Rubí, que necessiten suport emocional, seguiment psicològic, tractament…… no poden ser ben atesos perquè ni per sanitat, ni per la part política de l’ajuntament…. no son una prioritat.",2,estatu72,-,2026-05-30,instagram,politica,neutra
17862913701587317,comentario,3908380731323237482,Ana Maria Martínez,"Mi barrio de toda la vida!❤️ Recuerdo cuando ponían la feria de atracciones en la campa del Carrer de Mallorca, que tiempos y con que cariño lo recuerdo🫶🏻",0,dani.galle,-,2026-05-30,instagram,cultura_fiestas,positiva
17988035283003232,comentario,3908380731323237482,Ana Maria Martínez,👏👏👏feliz fiesta mayor de can oriol,1,dianaylucca,-,2026-05-30,instagram,cultura_fiestas,positiva
18594125398055589,comentario,3901901332370775677,Ajuntament de Rubí,👏🏽👏🏽👏🏽,1,cristianepuyanawa,-,2026-05-21,instagram,otros,positiva
17957618301030496,comentario,3901901332370775677,Ajuntament de Rubí,"👏👏👏 és un orgull veure els joves lluitant per la justícia social, contra els discursos ideològics d'odi i el compromís del medi ambient.",1,jordi__arnaiz,-,2026-05-21,instagram,igualtat_diversitat,positiva
18121940497635794,comentario,3901901332370775677,Ajuntament de Rubí,"@luisvillarf crec que té estàs liando, si tens problemes amb el @labambolarubi pots trucar al policia municipal o a l'ajuntament a l'oficina d'atenció al ciudadà i posar la teva denúncia. No em sembla que sigui aquesta publicació",0,jordi__arnaiz,-,2026-05-21,instagram,seguridad,neutra
18142669354516694,comentario,3908313965732707859,Partido Popular de Rubí,💙💙💙,1,yolandalagoapalomo,-,2026-05-31,instagram,otros,positiva
18048321857786885,comentario,3908313965732707859,Partido Popular de Rubí,Si recuerdo vuestra propuesta de hace años,3,rafaelmontes6690,-,2026-05-31,instagram,otros,positiva
17948633250193397,comentario,3908313965732707859,Partido Popular de Rubí,👏👏👏🔝,3,nnggrubi,-,2026-05-30,instagram,otros,positiva
18561871288068089,comentario,3909091441233234974,Partido Popular de Rubí,💙💙💙,1,yolandalagoapalomo,-,2026-05-31,instagram,otros,positiva
17998469021771625,comentario,3909091441233234974,Partido Popular de Rubí,👏👏👏,1,montseeee23,-,2026-05-31,instagram,otros,positiva
17892810729354106,comentario,3909091441233234974,Partido Popular de Rubí,Equipo!!🔝💙,2,nnggrubi,-,2026-05-31,instagram,deporte,positiva
18049361786787779,comentario,3906125086492587592,Ana Maria Martínez,Ei! 😊 Si actualitzeu l’horari al Google Maps estaré segur de que ho ampliareu. Gràcies! 🙌,0,guirigall.011,-,2026-05-31,instagram,tecnologia_innovacio,positiva
18101764025042310,comentario,3906125086492587592,Ana Maria Martínez,amplieu tot el mes de juny pels universitaris siusplau,3,juliiiatucuu._,-,2026-05-30,instagram,otros,neutra
18140904655524435,comentario,3906125086492587592,Ana Maria Martínez,"moltes gracies pero desde el punt de vista dels estudiants ens vindria be ampliar l’horari no només en epoca de selectivitat, sino tambe a gener y juliol per a els universitaris, però tampoc deixar de banda el fet que en el dia a dias segueixen haven-t’hi examens i potser un horari més ampli sobretot els caps de setmana seria una molt bona opció",4,janaherraizz,-,2026-05-30,instagram,reaccio_emocional,positiva
18076412975293284,comentario,3906125086492587592,Ana Maria Martínez,"Bona iniciativa però continua sent insuficient. Els universitaris tenen al menys dues èpoques al any d’exàmens i en tot cas no acaven el 10 de juny. Una ciutat com la nostra es mereix que l’horari nocturn s’estableixi durant els mesos d’examens per tots els nivells, no només batxillerat🙌",3,gloria.montserratcebrian,-,2026-05-30,instagram,joventut_educacio,positiva
18098516342140135,comentario,3906125086492587592,Ana Maria Martínez,Els universitaris no acaben el 10! necessitem tot el juny siusplau,3,arlleettt__,-,2026-05-30,instagram,otros,neutra
18115786918829409,comentario,3906125086492587592,Ana Maria Martínez,"@anamartinez_rubi vale lo que imaginaba, vendiendo Rubí. Os habéis cargado un espacio verde precioso que hacía de barrera natural entre el pueblo y uno de los muchos polígonos que tiene Rubí.",0,maria.gg92,-,2026-06-02,instagram,medio_ambiente,positiva
18111747769693480,comentario,3905537543671742257,Ana Maria Martínez,El 18 de Diciembre ago 50 años de casa casada  llo quiero flores,0,perezaguirrea,-,2026-06-01,instagram,otros,neutra
18131107027581392,comentario,3905537543671742257,Ana Maria Martínez,😍😍❤️❤️,1,mariajosepmontobbio,-,2026-05-27,instagram,otros,positiva
18074217863665691,comentario,3905537543671742257,Ana Maria Martínez,Bonito detalle,0,montse.s.rodriguez.7,-,2026-05-27,instagram,otros,positiva
18104374645806004,comentario,3905537543671742257,Ana Maria Martínez,Entranyable!!! Moltes felicitats!!! 😍🌷,1,mc.laspa,-,2026-05-26,instagram,reaccio_emocional,positiva
17927361432325665,comentario,3905537543671742257,Ana Maria Martínez,Muy lindo de tu parte Ana!❤️,1,alexa_jdo,-,2026-05-26,instagram,otros,positiva
18021514916665227,comentario,3905537543671742257,Ana Maria Martínez,Quant de temps i quants records tinc de la Nuria al backstage de les actuacions amb l'esbart. Molta petons desde Figueres,2,pep.372,-,2026-05-26,instagram,tecnologia_innovacio,positiva
18039602828595082,comentario,3905537543671742257,Ana Maria Martínez,😍,1,nadiinne_sm,-,2026-05-26,instagram,otros,positiva
17973445755023341,comentario,3905537543671742257,Ana Maria Martínez,"Nuria, quina alegria em fa veure't i tant be! Quants records!!😍😍",2,dikaia57,-,2026-05-26,instagram,tecnologia_innovacio,positiva
18080791505553500,comentario,3905537543671742257,Ana Maria Martínez,Per molts anys Núria 🌹😘😘,1,angels5779,-,2026-05-26,instagram,tecnologia_innovacio,neutra
18118079398670732,comentario,3905537543671742257,Ana Maria Martínez,😍😍👏👏👏👏👏,1,josefahidalgoromero,-,2026-05-26,instagram,otros,positiva
18066671585414261,comentario,3908513269645832268,Ana Maria Martínez,"No me he enterado del día de su inauguración, que pena, pero es un orgullo para todos el barrio y la Ciudad de Rubí 👏👏👏👏👏",1,pacosp_67,-,2026-05-31,instagram,obras_infraestructuras,positiva
18214553671329169,comentario,3908513269645832268,Ana Maria Martínez,"Ese campo debería llamarse, Camp Municipal Juan Lopez Núñez",1,pacosp_67,-,2026-05-31,instagram,deporte,neutra
18095885111231530,comentario,3908513269645832268,Ana Maria Martínez,😍😍😍😍,2,ayoubelkasah_10,-,2026-05-31,instagram,otros,positiva
18104373875007085,comentario,3908513269645832268,Ana Maria Martínez,😍😍❤️🙌,2,mariajosepmontobbio,-,2026-05-30,instagram,otros,positiva
18105010783791071,comentario,3908513269645832268,Ana Maria Martínez,Mi niño como salta viva la alcaldesa ❤️,1,eliseo_cruz08,-,2026-05-30,instagram,politica,positiva
18091137098589860,comentario,3908513269645832268,Ana Maria Martínez,"Ai! Que lastima😅, tienes toda la razón. Estamos muy contentos",1,anamartinez_rubi,-,2026-06-01,instagram,otros,negativa
18107718929311594,comentario,3904787847684670613,Ana Maria Martínez,Gràcies 🙏 Ha estat un honor 💚💚💚,1,bjc.oficial,-,2026-05-26,instagram,reaccio_emocional,positiva
18092178692265163,comentario,3904787847684670613,Ana Maria Martínez,"Que recuerdos , ahí trabajé yo,,a los 14 años a empezé❤️",1,sabiousero,-,2026-05-26,instagram,otros,positiva
17934444075072063,comentario,3904787847684670613,Ana Maria Martínez,La empresa donde trabajó es del 1890 y está en RUBÍ,0,miguel71421,-,2026-05-25,instagram,economia_empresa,neutra
17978159717857605,comentario,3904787847684670613,Ana Maria Martínez,❤️,1,javier.lopezjimenez.58,-,2026-05-25,instagram,otros,positiva
18092560271589433,comentario,3904787847684670613,Ana Maria Martínez,Que recuerdo,1,aniperez58,-,2026-05-25,instagram,otros,positiva
18108560585490075,comentario,3904787847684670613,Ana Maria Martínez,@bjc.oficial a vosaltres!! 😊💚,1,anamartinez_rubi,-,2026-05-26,instagram,tecnologia_innovacio,positiva
17851596123696425,comentario,3909890206550051111,Partido Popular de Rubí,VIVA GALICIA SIEMPRE EN EL CORAZÓN 💙💙💙,1,yolandalagoapalomo,-,2026-06-01,instagram,tecnologia_innovacio,positiva
17878438788602352,comentario,3896189432070617376,VOX Cataluña,Si okupan la vivienda no denuncien ni llames a la policía esperas a que salgan todos y entras y ya,0,vicente_fuerte_siempre,-,2026-06-02,instagram,okupacion,neutra
17858519418643500,comentario,3896189432070617376,VOX Cataluña,Al final prefiero perder mi casa echa a cenizas con ellos dentro antes  q se la queden sinverguenzas q no han trabajado en la vida,0,vicente.castellodasi,-,2026-06-01,instagram,medio_ambiente,negativa
18082994246451300,comentario,3896189432070617376,VOX Cataluña,"Estás son las leyes aprobadas por el gobierno y sus socios. Todo el mundo debería tomarse la justicia por su mano,si te okupan ,a ostia limpia y ya verás como se les quitan las ganas",0,eva6dm,-,2026-05-31,instagram,okupacion,neutra
18143811469505812,comentario,3896189432070617376,VOX Cataluña,"Escopeta cargada y varias cajas de balas,y van cayendo to",0,levita_emilio,-,2026-05-31,instagram,tecnologia_innovacio,neutra
18184150771384111,comentario,3896189432070617376,VOX Cataluña,Luego somos racistas... 😡,1,robertorafael85,-,2026-05-31,instagram,otros,negativa
18104307887085899,comentario,3896189432070617376,VOX Cataluña,Es lo que se ha hecho creer!!! Este gobierno de mierda!!!!,0,madoser1310,-,2026-05-30,instagram,politica,negativa
18088588745372983,comentario,3896189432070617376,VOX Cataluña,Vulnerabilidad cerebral,0,gerardartstudio_ou,-,2026-05-30,instagram,otros,neutra
18428226466122866,comentario,3896189432070617376,VOX Cataluña,Vivimos en el país de los delincuentes,0,montse.gonzalez.37017,-,2026-05-29,instagram,seguridad,negativa
17856190647660267,comentario,3901842604723875570,RE-VISTE,"En vez de cambiar todos los contenedores que hay en Rubi que solo lo ha echo en algunas zonas,supongo las las concurrida,ponen unos de textil que ya hay y que la gente ya sabe perfectamente utilizarlo no necesitamos que nos lo expliquen como niños pequeños",0,malu_meda,-,2026-05-26,instagram,tecnologia_innovacio,neutra
17990467799980003,comentario,3901842604723875570,RE-VISTE,"Y a las de rojo que pasean,decirles algo porque tela marinera,la tocada de figa a dos manos,y más igualdad y poner hombres,tanto que nos llenamos la boca",2,luisvillarf,-,2026-05-26,instagram,igualtat_diversitat,neutra
18218830483322165,comentario,3901842604723875570,RE-VISTE,"Es una odissea.contanidors amb roba  per terra,no pots deixar la q portes.aquest mati plaça Figueres  i no es el primer cop",1,carmepomatubau.cat,-,2026-05-26,instagram,igualtat_diversitat,neutra
18111070637501680,comentario,3907579076021417162,Ana Maria Martínez,Aquí otro bache y otro bache y después rejilla para los jabalís y más baches porqué tenemos presupuesto para muchos más 😂,0,estefaniamontesinossaa91,-,2026-06-01,instagram,politica,neutra
18110363911929453,comentario,3907579076021417162,Ana Maria Martínez,"¿Porque los badenes en los puentes por los jabalíes son tan grandes en Rubí y en el resto de poblaciones afectadas son bandas rugosas sólo?  Los amortiguadores sufren mucho del coche y muchos pasamos por Rubí camino a terrassa y es un horror . Podrian poner el peaje gratis por lo menos, siempre pagamos los mismos cuando pasan cosas",1,oskar2stroke,-,2026-05-31,instagram,animals_fauna,neutra
18194285131372018,comentario,3907579076021417162,Ana Maria Martínez,Que se compre 1 duro de bosque y se pierda,0,eduardofernandezjimenez,-,2026-05-31,instagram,otros,neutra
17931179322273204,comentario,3907579076021417162,Ana Maria Martínez,A ver cuando contestáis las reclamaciones que se hacen en la OAC. Ya que se dispone de este servicio cumplir con vuestra obligación.,0,moninika75,-,2026-05-31,instagram,deporte,neutra
18180760006402341,comentario,3907579076021417162,Ana Maria Martínez,Me gusta el chaleco que llevas Ana María !!,0,picardojavier,-,2026-05-31,instagram,otros,positiva
17939393559237987,comentario,3907579076021417162,Ana Maria Martínez,"@anamartinez_rubi pasaros por la calle Sagunto 26 , en la carretera hay un agujero, que ya taparon haciendo una verdadera chapuza con una placa de hierro que ya está suelta . La verdad que la zona norte está súper abandonada en todos los sentidos.",0,maricarmen1973,-,2026-05-30,instagram,urbanismo_limpieza,negativa
18125275570625523,comentario,3907579076021417162,Ana Maria Martínez,Una piscina como dios manda,2,juuanmiras,-,2026-05-30,instagram,habitatge_vivenda,neutra
18091312325255279,comentario,3907579076021417162,Ana Maria Martínez,Pon una piscina como dios manda,1,juuanmiras,-,2026-05-30,instagram,habitatge_vivenda,neutra
18106469741478426,comentario,3907579076021417162,Ana Maria Martínez,@francolomera tienes toda la razón por ello trabajamos en ellas también☺️,0,anamartinez_rubi,-,2026-06-01,instagram,otros,neutra
18086274407626840,comentario,3898520621482741376,Ana Maria Martínez,👏👏👏👏👏,1,yenymargotariasgamarra,-,2026-05-26,instagram,otros,positiva
18077716805640548,comentario,3898520621482741376,Ana Maria Martínez,Moltes felicitats ❤️,2,isabelagudelomar,-,2026-05-17,instagram,reaccio_emocional,positiva
18107314907479315,comentario,3898520621482741376,Ana Maria Martínez,Todo súper bien 👏👏👏,2,isabelagudelomar,-,2026-05-17,instagram,otros,positiva
18105981886785541,comentario,3904970245341868703,Ajuntament de Rubí,Que bonito llo quiero  mi foto vivo al lado,0,perezaguirrea,-,2026-06-01,instagram,otros,positiva
18097873991268076,comentario,3904970245341868703,Ajuntament de Rubí,Y esto para que? Dinero tirado en esta payasada meter dinero en mas policía y otras cosas mas importantes que tenemos delincuentes de sobra y hacen lo que quieren y gastáis dinero en esto ya me dirás para que queremos cuatro fotos en un puente dimelo,0,miguelito0855,-,2026-05-31,instagram,seguridad,negativa
18162262744453301,comentario,3904970245341868703,Ajuntament de Rubí,"Quina vergonya de comentaris, cap de positiu! Totes les ciutats tenen una part del pressupost destinat al món de la Cultura i més que n'haurien de despendre. Segons dieu, amb aquest criteri, no es farien ni esdeveniments musicals, teatrals, festes populars, (Dia d'Andalusia, Festa do pulpo, diada castellera, sardanista, Festa Major.........",1,venturaisidre,-,2026-05-28,instagram,cultura_fiestas,negativa
18118105252759316,comentario,3904970245341868703,Ajuntament de Rubí,Mi madre la más bonita de Can Oriol 😍 falta su foto en el puente .,0,jordicarmona79,-,2026-05-26,instagram,otros,positiva
18362942551226342,comentario,3904970245341868703,Ajuntament de Rubí,Por favor! No podemos malgastar así el dinero! Que poca responsabilidad.,5,color_de_azahar_,-,2026-05-26,instagram,politica,negativa
18119910889673120,comentario,3904970245341868703,Ajuntament de Rubí,Quina meravella 😍😍😍😍😍😍😍😍😍😍👏👏👏👏👏👏👏👏,1,veronicaram8,-,2026-05-26,instagram,otros,positiva
18108237049932917,comentario,3904970245341868703,Ajuntament de Rubí,Mira este es el barrio de tu padre aquí vivía el que bueno,0,yakoro1953,-,2026-05-26,instagram,otros,neutra
18210884590326857,comentario,3904970245341868703,Ajuntament de Rubí,Dan miedo,0,yolandacorteslara,-,2026-05-26,instagram,otros,negativa
18015624491683979,comentario,3889805733089084302,PSC RUBÍ,"DESBROZE ZONAS BOSQUES CAN FATJO INCLUIDOS PARQUES AL LADO DEL TREN DONDE EL OTRO DIA HUBO UN GRAN INCENDIO, SI SE ACTÚA ANTES SE PUEDEN EVITAR PELIGROS DONDE HAY PROBABILIDADES DE QUE PUEDA HABER INCENCENDIOS GRAVES PARA NOSOTROS, YO TUVE QUE CERRAR TODA MÍ CASA MÍ BALCO LLENO CENIZA ESTAMOS EXPUESTOS A PELIGRO DONDE NUESTRO AYUNTAMIENTO DEBE PROTEGER A SUS CIUDADANOS Y NO DEJAR TANTA MALEZA CAÑAS MATOJOS MALAS HIERBAS ETC.... DESBROZE URGENTEMENTE YAAAAAAAAAAAAA PÓNGANSE LAS PILAS 😡😡😡😡😡😡😡😡💥💥💥💥💥💥💥💥",0,cormandala,-,2026-05-05,instagram,urbanismo_limpieza,negativa
17882375142587587,comentario,3905581957249797380,AUP_Rubí,Alcaldesa Per a Als barris rics,0,bryankoas,-,2026-05-30,instagram,politica,neutra
17872928061613585,comentario,3905581957249797380,AUP_Rubí,"No me jodas las de viviendas sociales que se pueden construir con casi 6 millones de euros, manda huevos",0,defenderoffroat,-,2026-05-29,instagram,okupacion,neutra
17891400333488718,comentario,3905581957249797380,AUP_Rubí,Lo de la biblio no me lo creo. Enguany només hem rebut 20mil euros,0,amartincan,-,2026-05-29,instagram,otros,neutra
18140854504463048,comentario,3905581957249797380,AUP_Rubí,"Menys Rubí colors. És un ajuntament que rep molts diners del polígons industrials. El que passa es que no s,utilizen els diners públics com cal. Festes d, acord però calen molts altres serveis, per exemple el bus per anar a Hospital de Terrassa, no pot ser que triguis 2 hores entre anar i tornar al això si et coincideixen els horaris que sinó en perds 3 o4. És clar els càrrecs dels partits segur que no hi van.",0,xesca25,-,2026-05-27,instagram,gestio_municipal,neutra
18066433931702102,comentario,3905581957249797380,AUP_Rubí,"Rubí esta sucio no hai plantas en las jardineras, todas las paredes llenas de carteles, la plaza de la estación da pena, para mi Rubí ea una vergüenza, no se si al guien piensa igual ahora tenemos agua pero las jardineras secas, una vergüenza",0,monforte_carmen,-,2026-05-27,instagram,transport_public,negativa
18182079751385984,comentario,3905581957249797380,AUP_Rubí,"Sobrant deu ser l'eufemisme de manca de coneixement del territori per a la bona inversió. Exemple: carrers i parcs del barri de la Serreta amb manca de manteniment i males herbes, amb imatge de deixadesa, per tot arreu. I com això, no vull saber la quantitat de llocs on podrien anar de manera intel•ligent aquests diners. Potser cal reflexionar-hi a l'hora d'establir un bon repartiment dels pressupostos. Per a mi, en última instància, es tracta de mala gestió",0,laurasaya,-,2026-05-27,instagram,urbanismo_limpieza,neutra
