id,tipo,publicacion,likes,partido,fecha_publicacion,platform,tematica
3909977590366559474,post,"🍡 En l'últim vermut de Les Gildes aprendrem que les fases celèbres dels influenciadors no han canviat tant, siguin del segle que siguin. Programa sencer a ▶️ radiorubi.cat/lesgildes",9,Radio Rubí,2026-06-01,instagram,tecnologia_innovacio
3909792354106706426,post,"El sonet de l'actualitat d'aquest dilluns 1 de juny del Toni Bravo.

Recupera tots els continguts del programa 'Rubí al Dia' a l'enllaç de la biografia.

#rubicity #rubialdia @tonibravo.fm",12,Radio Rubí,2026-06-01,instagram,politica
3901291060276699722,post,"🚧 Escuchamos a los vecinos del barrio del 25 de Septiembre, que denuncian el abandono y la falta de mantenimiento que sufren desde hace años.

Calles deterioradas, poca iluminación, problemas de limpieza e inseguridad son algunas de las preocupaciones que nos trasladan. 

Desde el Partido Popular de Rubí seguiremos al lado de los vecinos, escuchando sus demandas y reclamando soluciones reales para mejorar el barrio.

#RubiCity | #RubiConJuanjoGiner",29,Partido Popular de Rubí,2026-05-20,instagram,urbanismo_limpieza
3898412822310412650,post,,14,ERC Rubí,2026-05-16,instagram,sin_texto
3907129390296812049,post,"🥐💅 A Rubí ens agraden els croissants i les botigues d’ungles. Però una ciutat no pot viure només d’això.

Volem una ciutat amb més diversitat comercial, amb comerç de proximitat, amb botigues útils per al dia a dia i amb oportunitats perquè la gent pugui viure i comprar a #RubíCity sense haver d’anar fora.

Per això, des d’ @esquerrarubi presentem una moció per impulsar un model comercial més viu, equilibrat i pensat per als barris i per a la gent de Rubí.

🏪 Més comerç local
🛍️ Més varietat
📍 Més vida als barris
💛 Més ciutat",92,ERC Rubí,2026-05-28,instagram,politica
3907016022863867227,post,"#YoConAlejandro
 Alejandro Fernández Alvarez",15,Juan Jose Giner Espinosa,2026-05-28,instagram,otros
3906915634005012432,post,"🗳️El PP de Rubí critica el retard dels pressupostos municipals i reclama més inversió de la Generalitat. Juan José Giner també admet que té “ganes” de ser candidat a les pròximes municipals.Juan José Giner considera assegura que la ciutat “no juga un paper important” dins les prioritats del Govern català, tenint en compta els diners que hi destinaran en el nou pressupost.

Mira l'ENTREVISTA i llegeix la NOTÍCIA a la nostra web. Enllaç a la bio.

#Rubicity #Rubi #GrupsMunicipalsOpinen #Politica",20,Radio Rubí,2026-05-28,instagram,politica
3902843442198865024,post,"Hoy, en bendición del Simpecado de la Hermandad del Rocío. Símbolo de fe, tradición y unión para tantas familias rocieras de nuestra ciudad.

Desde el Partido Popular de Rubí queremos felicitar a toda la Hermandad por seguir manteniendo vivas nuestras raíces y nuestras tradiciones con tanta ilusión y devoción.

¡Feliz Rocío! 🌿🤍 

#RubiCity #RubiConJuanjoGiner",39,Partido Popular de Rubí,2026-05-22,instagram,cultura_fiestas
3892649026830894109,post,"🏥 Rubí no pot continuar esperant.

Gràcies a les preguntes registrades per @esquerrarepublicana al Parlament, hem sabut que el pla funcional del futur centre sanitari de Rubí no estarà acabat fins al juliol.

Fa masses anys que la ciutat espera unes infraestructures sanitàries dignes mentre el Govern socialista continua prometent un hospital que no arriba.

Les rubinenques i els rubinencs mereixem serveis sanitaris propers, públics i de qualitat. 

Seguirem exigint solucions i compromisos reals per a #RubíCity . ✊",56,ERC Rubí,2026-05-08,instagram,politica
3904760950867754312,post,"🏭La vaga indefinida a Ficosa Viladecavalls continua després de dies de negociacions sense acord entre empresa i sindicats. Els treballadors denuncien acomiadaments “injustificats” i reclamen condicions dignes. “Si no hi ha una proposta digna, el conflicte es radicalitzarà”. Els sindicats adverteixen que endureixeran les mobilitzacions mentre Ficosa mantingui l’ERO i l’ERTO plantejats.

Mira l'ENTREVISTA i llegeix la NOTÍCIA al nostre web. Enllaç a la bio",86,Radio Rubí,2026-05-25,instagram,economia_empresa
3901268497612706722,post,"🚫 Avui, des d’Esquerra Republicana de Rubí, hem votat en contra d’una modificació pressupostària de gairebé 6 milions d’euros presentada pel govern del PSC i En Comú Podem.

I volem explicar molt clarament per què.

Durant tot el mandat hem estat una oposició útil, responsable i constructiva. Quan alguna proposta ha estat positiva per a #RubíCity , hi hem donat suport.

Però governar també vol dir dialogar, planificar i complir els acords i això és precisament el que està fallant.

📌 El govern ha convocat un ple extraordinari a només una setmana del ple ordinari, sense marge real per negociar ni per incorporar propostes de l’oposició.

📌 El pressupost municipal continua prorrogat perquè el PSC no ha estat capaç de complir alguns dels compromisos adquirits.

Quan els acords no es compleixen, la confiança es deteriora.

🗣️ “El nostre vot en contra no és un no als projectes útils per a Rubí, sinó a una manera de governar basada en la manca de planificació i l’absència d’una voluntat real d’arribar a acords.”

Rubí necessita més planificació, més diàleg i una manera de governar més honesta i rigurosa.",40,ERC Rubí,2026-05-20,instagram,gestio_municipal
3905622811062583866,post,"📝 Hoy, nuestro presidente local, Juan José Giner Espinosa, ha firmado su aval para que @alejandrotgn siga al frente del Partido Popular de Cataluña.

Cataluña necesita un proyecto firme y valiente que plante cara al nacionalismo y también al socialismo que durante años ha contribuido al deterioro de nuestra tierra.

Hace falta recuperar la libertad, la convivencia y el orgullo de una Cataluña abierta, sin imposiciones y con oportunidades para todos. 💙🚀

#YoConAlejandro
#16CongresoPPC | #RubiCity",33,Partido Popular de Rubí,2026-05-26,instagram,politica
3896703046221163472,post,"🔴 “Yo ya he pagado y mi casa está okupada. ¿Y ahora qué hago?”

Esta es la importancia que vive una familia trabajadora que, con mucho esfuerzo se compra una casa que ahora les han okupado.

Estas son las consecuencias de las leyes pro okupas del bipartidismo y el separatismo.",483,VOX Cataluña,2026-05-14,instagram,okupacion
3908658961713067884,post,Tarde de arte con nuestra bailaora Júlia 💃💃💃,85,Juan Jose Giner Espinosa,2026-05-30,instagram,tecnologia_innovacio
3908267043010925444,post,"🎉 Ahir vaig tenir l’oportunitat de gaudir de la festa de l’Altet, una jornada plena d’il·lusió, talent i esperit de comunitat.

Vull felicitar i agrair especialment a tots els alumnes les magnífiques actuacions que ens van regalar. La seva energia, creativitat i entusiasme van omplir el pati de somriures i emocions.

També vull reconèixer la feina del professorat, les famílies i tota la comunitat educativa que fan possible activitats com aquesta, que enforteixen els vincles i fan créixer el sentiment de pertinença al barri.

😘 Gràcies per fer-nos gaudir d’una tarda tan especial. Sou el millor exemple del futur que construïm entre tots i totes.

——

🎉 Ayer tuve la oportunidad de disfrutar de la fiesta de l’Altet, una jornada llena de ilusión, talento y espíritu de comunidad.

Quiero felicitar y agradecer especialmente a todos los alumnos y alumnas las magníficas actuaciones que nos regalaron. Su energía, creatividad y entusiasmo llenaron el patio de sonrisas y emociones.

También quiero reconocer la labor del profesorado, las familias y toda la comunidad educativa que hacen posibles actividades como esta, que fortalecen los vínculos y refuerzan el sentimiento de pertenencia al barrio.

😘 Gracias por hacernos disfrutar de una tarde tan especial. Sois el mejor ejemplo del futuro que construimos entre todos y todas.

#Rubíciutat #Festadelatlet #orgulldeciutat",131,Ana Maria Martínez,2026-05-30,instagram,joventut_educacio
3908380731323237482,post,"😊 He tenido el honor de dar el pregón que da el pistoletazo de salida a las Fiestas de Ca n’Oriol, mi barrio.

Un barrio que es hogar, lleno de historias compartidas, de vecinos y vecinas comprometidos y de un tejido asociativo que lo mantiene vivo cada día del año. Por eso, poder iniciar estas fiestas es para mí un motivo de orgullo y una emoción especial.

Gracias a todas las personas que las hacen posibles y a quienes trabajan para que Ca n’Oriol siga siendo un barrio lleno de vida, convivencia y comunidad.

❤️ Disfrutemos de unos días de fiesta, reencuentros y cultura compartida. ¡Muy felices Fiestas de Ca n’Oriol!

——
😊 He tingut l’honor de donar el pregó que dona el tret de sortida a les Festes de Ca n’Oriol, el meu barri.

Un barri que és casa, que està ple d’històries compartides, de veïns i veïnes compromesos i d’un teixit associatiu que el fa viu cada dia de l’any. Per això, poder iniciar aquestes festes és per a mi un motiu d’orgull i una emoció especial.

Gràcies a totes les persones que les fan possibles i a tothom que treballa perquè Ca n’Oriol continuï sent un barri ple de vida, convivència i comunitat.

❤️ Gaudim d’uns dies de festa, retrobaments i cultura compartida. Molt bones Festes de Ca n’Oriol!",178,Ana Maria Martínez,2026-05-30,instagram,cultura_fiestas
3901901332370775677,post,"💪La 4a edició del Congrés de Joves per la Pau – Arcadi Oliveres ha arrencat aquest dimecres a la Biblioteca Mestre Martí Tauler.

🌍La proposta educa per la pau, la justícia global i el pensament crític més enllà de les aules, generant espais de reflexió, diàleg i acció per als joves. Aquesta edició, l’alumnat treballa el canvi climàtic, les migracions, la diversitat, els drets humans, la memòria històrica i la construcció de la pau.
 
#rubi #jovesperlapau #dretshumans #justiciaglobal",57,Ajuntament de Rubí,2026-05-21,instagram,servicios_publicos
3908313965732707859,post,"🏭 Hace cuatro años propusimos conectar los dos edificios de B. Braun. Hoy nos alegra ver que el proyecto por fin será una realidad.

Cuando las buenas ideas se trabajan, gana Rubí: más conectividad, más comodidad y una ciudad mejor conectada para vecinos y empresas.

Seguimos demostrando que volvimos para avanzar.

#RubiCity | #RubiConJuanjoGiner",39,Partido Popular de Rubí,2026-05-30,instagram,habitatge_vivenda
3909091441233234974,post,"Ayer estuvimos en la calle Bailén con nuestra carpa informativa, escuchando a los vecinos y recogiendo quejas y firmas contra la inseguridad y el incivismo.

Seguimos trabajando para dar voz a los vecinos y exigir que al Ayuntamiento que garantice unas calles más seguras, limpias y ordenadas para todos.

¡Gracias a todos los rubinenses que se acercaron! 
#RubiCity | #RubiConJuanjoGiner 💙🚀",28,Partido Popular de Rubí,2026-05-31,instagram,politica
3904910501507531752,post,"Hace una semana tuvimos la oportunidad de reunirnos con @cowboysmcrubi 🏍️

Escuchamos sus inquietudes, proyectos y propuestas para seguir impulsando el tejido asociativo y social de nuestra ciudad.

Gracias por vuestro compromiso con Rubí.
¡Gracias por recibirnos! 🤝💙

#RubiCity | #RubiConJuanjoGiner",39,Partido Popular de Rubí,2026-05-25,instagram,mobilitat_transit
3906125086492587592,post,"👉🏻 Necessites silenci per a la recta final? 

📚 Tornen les aules d’estudi nocturnes a Rubí!

Sabem que les PAU fan respecte, però no estàs sol/a. 
Del 27 de maig al 10 de juny, obrim la Biblioteca Municipal perquè tinguis l’espai que et mereixes:

 De dilluns a divendres: Fins a la mitjanit! (20:30h – 00:00h) 
 Dissabtes: De 14:00h a 22:00h.
 Diumenges: De 10:00h a 22:00h.

Vine a preparar la Selectivitat en les millors condicions. 
 Molta força i a per totes!
——
👉🏻 ¿Necesitas silencio para la recta final?

📚 ¡Vuelven las aulas de estudio nocturnas a Rubí!

Sabemos que la Selectividad impone, pero no estás solo/a.
Del 27 de mayo al 10 de junio, abrimos la Biblioteca Municipal para que tengas el espacio que te mereces:

 De lunes a viernes: ¡Hasta medianoche! (20:30h – 00:00h) 
 Sábados: De 14:00h a 22:00h.
 Domingos: De 10:00h a 22:00h.

Ven a preparar la selectividad en las mejores condiciones. 
¡Mucha fuerza y a por todas!

#horarinocturn #ampliemhorari #selectivitat2026 #rubijove #rubiciutat",393,Ana Maria Martínez,2026-05-27,instagram,politica
3905537543671742257,post,"🎂 100 anys de la Núria Oller Puiggròs! 

Avui he tingut l’honor d’anar a felicitar la molt estimada rubinenca Núria en un dia tan especial.

Treballadora incansable en una botiga familiar de tota la vida i profundament vinculada a l’ @esbartderubi , ha dedicat anys a acompanyar la dansa des de darrere l’escenari: maquillatge, pentinats i ajudant a vestir els dansaires amb cura i dedicació.

Una vida plena de família, tradició i compromís amb el seu poble, passada de generació en generació.

Per molts anys, Núria! 💐
——
🎂 ¡100 años de Núria Oller Puiggròs!

Hoy he tenido el honor de felicitar a la querida vecina de Rubí Núria en un día tan especial.

Trabajadora incansable en una tienda familiar de toda la vida y profundamente vinculada al @esbartderubi, ha dedicado gran parte de su vida a acompañar la danza desde detrás del escenario: maquillaje, peinados y ayudando a vestir a los bailarines con cariño, cuidado y dedicación.

Una vida llena de familia, tradición y compromiso con su pueblo, transmitida de generación en generación.

¡Muchas felicidades, Núria! 💐",394,Ana Maria Martínez,2026-05-26,instagram,cultura_fiestas
3908513269645832268,post,"❤️ Hay inauguraciones que abren puertas. Y hay inauguraciones que cuentan una historia.

La de hoy habla de años de esfuerzo, de perseverancia y de un barrio que nunca dejó de creer en su proyecto. El nuevo estadio del 25 de Septiembre ya es una realidad.

Un espacio para entrenar, competir, compartir, crecer y hacer comunidad. Un equipamiento que deja atrás los módulos prefabricados y mira al futuro con más oportunidades para deportistas, familias y vecinos y vecinas.

Gracias a todas las personas que han hecho posible llegar hasta aquí. Porque las ciudades avanzan cuando los proyectos nacen de la gente y vuelven a la gente.
——
❤️ Hi ha inauguracions que obren portes. I n’hi ha que expliquen una història.

Aquesta parla d’anys d’esforç, de perseverança i d’un barri que mai ha deixat de creure en el seu projecte. El nou estadi del Vint-i-cinc de Setembre ja és una realitat.

Un espai per entrenar, competir, compartir, créixer i fer comunitat. Un equipament que deixa enrere els mòduls prefabricats i mira cap al futur amb més oportunitats per a esportistes, famílies i veïnat.

Gràcies a totes les persones que han fet possible arribar fins aquí. Perquè les ciutats avancen quan hi ha projectes que neixen de la gent i tornen a la gent.

#rubiciutat #orgulldeciutat #rubialcor",303,Ana Maria Martínez,2026-05-30,instagram,reaccio_emocional
3904787847684670613,post,"🎂 100 anys d’història, d’innovació i de compromís. 

Felicitats a @bjc.oficial per aquest centenari tan important i per tot el llegat construït al llarg dels anys.

💚 En nom de Rubí gràcies per la vostra trajectòria, per la vostra aportació al progrés i per continuar mirant cap al futur des de la nostra ciutat.
——
🎂 100 años de historia, innovación y compromiso. 

Felicidades a @bjc.oficial por este centenario tan importante y por todo el legado construido a lo largo de los años.

💚 En nombre de Rubí gracias por vuestra trayectoria, por vuestra aportación al progreso y por seguir mirando al futuro desde nuestra ciudad.

#Rubí #BJC100 #100Anys #Innovació #Agraïment",119,Ana Maria Martínez,2026-05-25,instagram,reaccio_emocional
3906377557237534561,post,"‼️ CARPA INFORMATIVA

📍 Ctra. Sabadell con Calle Bailén
🗓 30 de Mayo | ⏰ 10:00h a 13:00h

👉 Estaremos escuchando y recogiendo las quejas y propuestas de los rubinenses. Contra la inseguridad, el desorden y el incivismo.

#RubiCity | #RubiConJuanjoGiner",18,Partido Popular de Rubí,2026-05-27,instagram,seguridad
3909890206550051111,post,"Este fin de semana hemos tenido el placer de asistir a la Festa do Camiño organizada por la @irmandadegalegarubi 

Una jornada llena de tradición y cultura, en la que hemos podido compartir momentos con rubinenses, amigos y miembros de la comunidad gallega de nuestra ciudad.

¡Enhorabuena por esta gran celebración y gracias por invitarnos a formar parte de ella! 💙

#RubiCity | #RubiConJuanjoGiner",19,Partido Popular de Rubí,2026-06-01,instagram,cultura_fiestas
3896189432070617376,post,"Okupa violentos tras pegarle una paliza a quienes están comprando la vivienda legalmente: 

“Esta vivienda ya es mía porque llevo 48 horas en ella”.",8888,VOX Cataluña,2026-05-13,instagram,okupacion
3901842604723875570,post,"♻️ “Canvi d’armari, circula la roba” continúa recorriendo Rubí

Después de la primera parada en la Plaça de la Constitució, el punto pop-up de recogida textil llega ahora a la Plaça de Ca n’Oriol para seguir fomentando la circularidad y la reducción de residuos textiles.

¿Tienes prendas que ya no utilizas? ¿Calzado que ya no te pones? ¿Textil del hogar guardado sin usar?

Este es el momento de darles una segunda vida y seguir aprovechándolas, da igual el estado en el que esté: usado, roto o desparejado. Además, para resolver cualquier duda, contamos con el apoyo de los agentes ambientales comarcales, que hacen una labor de pedagogía y acompañamiento al ciudadano fundamental.

Además de la recogida textil, el espacio cuenta con información y sensibilización ambiental para acercar a la ciudadanía el impacto positivo de una gestión más sostenible del textil que ya no quieres en tu hogar.

Una iniciativa impulsada por @rubi_ciutat y el @residusvalles, con el apoyo de RE-VISTE.",51,RE-VISTE,2026-05-21,instagram,joventut_educacio
3907579076021417162,post,"Avanzamos en la mejora de la movilidad y la seguridad en la avenida de l’Estatut.

Damos respuesta a una demanda histórica de los vecinos de Can Rosés y la Zona Norte con una actuación centrada en las personas:

🚦 Seguridad vial: instalación de un nuevo paso de peatones elevado con semáforo a demanda.

♿ Accesibilidad: pavimentación y adecuación del camino de conexión con la calle Ciclisme.

💡 Entorno: refuerzo del talud y mejora del alumbrado público.

Con esta obra, transformamos un punto  peligroso en un itinerario seguro y accesible para todos.
——
Avancem en la millora de la mobilitat i la seguretat a l’avinguda de l’Estatut.

Donem resposta a una demanda històrica dels veïns de Can Rosés i la Zona Nord amb una actuació centrada en les persones:

🚦 Seguretat viària: instal·lació d’un nou pas de vianants elevat amb semàfor a demanda.

♿ Accessibilitat: pavimentació i adequació del camí de connexió amb el carrer Ciclisme.

💡 Entorn: reforç del talús i millora de l’enllumenat públic.

Amb aquesta obra, transformem un punt  perillós en un itinerari segur i accessible per a tothom.
#Rubí #alcaldessaalsbarris #milloremrubí",272,Ana Maria Martínez,2026-05-29,instagram,mobilitat_transit
3898520621482741376,post,"🫂 Hoy hemos compartido un día lleno de solidaridad, convivencia y buenos momentos junto a vecinos y vecinas de Rubí.

Desde @psc_rubi hemos organizado esta jornada solidaria junto a la asociación @_rubitea , compartiendo mucho más que una paella: apoyo, compromiso y comunidad.

❤️/ Gracias de corazón a todos los compañeros y compañeras que habéis hecho posible esta jornada con vuestro esfuerzo, ilusión y dedicación. Y también a todas las entidades y clubs que habéis colaborado y participado, sumando vuestro granito de arena para que este día haya sido tan especial.
——
🫂 Avui hem compartit una jornada plena de solidaritat, convivència i bons moments amb els veïns i veïnes de Rubí.

Des de @psc_rubi hem organitzat aquesta jornada solidària juntament amb l’associació @_rubitea , compartint molt més que una paella: suport, compromís i comunitat.

❤️/ Gràcies de tot cor a tots els companys i companyes que heu fet possible aquesta jornada amb el vostre esforç, il·lusió i dedicació. I també a totes les entitats i clubs que heu col·laborat i participat, aportant el vostre granet de sorra perquè aquest dia hagi estat tan especial.

#Rubitea #Paella #socialistes",156,Ana Maria Martínez,2026-05-16,instagram,solidaritat_social
3892511333043162172,post,Ja ho tens? 🤓,8,Diari de Rubí,2026-05-08,instagram,otros
3904970245341868703,post,"📷 Des de fa uns dies, les cares de diversos veïns i veïnes ens donen la benvinguda al barri de Ca n'Oriol. Són prop de trenta retrats realitzats pel fotògraf i muralista @teo__vazquez dins del seu projecte “Els rostres de la ciutat”, un treball artístic que l’autor va iniciar el 2023 en el marc del @festival_lanuu i que enguany ha tingut continuïtat sota el paraigua de la #COLORWeek.

Les fotografies que podem veure al pont de Mare de Déu de Lourdes culminen un procés intens al costat de la gent del barri, moltes hores d’observació i conversa que han permès al Teo Vázquez conèixer com és Ca n'Oriol t i sobretot la seva gent. 

Reconeixes algun dels protagonistes d'aquesta obra?

#RubialCor #rubi_ciutat #rubicity #rubi #canoriol",669,Ajuntament de Rubí,2026-05-25,instagram,cultura_fiestas
3889805733089084302,post,"🌹 Aquesta tarda ha estat l’assemblea del @psc_rubi , una trobada clau per posar en comú el present i el futur de la nostra ciutat. 
Hem compartit l’informe polític i hem marcat al calendari els propers esdeveniments, des d’inauguracions fins a actes solidaris que ens fan molta il·lusió. 
💪🏼 Tot plegat, amb la mirada posada en el compte enrere cap al maig del 2027. 
❤️/ Amb les piles carregades per seguir treballant per Rubí!
——
🌹 Esta tarde se ha celebrado la asamblea del @psc_rubi , un encuentro clave para poner en común el presente y el futuro de nuestra ciudad. 
Hemos compartido el informe político y hemos marcado en el calendario los próximos eventos, desde inauguraciones hasta actos solidarios que nos hacen mucha ilusión. 
💪🏼 Todo ello, con la mirada puesta en la cuenta atrás hacia mayo de 2027. 
❤️/ ¡Con las pilas cargadas para seguir trabajando por Rubí!

#PSCRubí #Rubí #Assemblea #Socialisme #Maig2027",29,PSC RUBÍ,2026-05-04,instagram,politica
3905581957249797380,post,"Fa una setmana el govern de #rubicity va convocar un ple extraordinari per votar a què es destinarien els 5,7 milions d'€ de romanents que han ""sobrat"" del 2025. 

Sense cap tipus de negociació amb l'oposició. L'AUP hi vam votar en contra, en aquest post t'expliquem per què.

A què hauria destinat l'AUP aquests diners? 
🌱 Renaturalitzar la ciutat (que falta ens fa!)
🚲 La connexió a peu i bicicleta entre urbanitzacions i nucli urbà
🏚 Obrir la Torre Salduba
♻️ Comprar la infraestructura del nou model de residus
🟣 Crear la xarxa de punts liles quotidians",327,AUP_Rubí,2026-05-26,instagram,politica
3891599887553007836,post,"L'educació 0-3 no és un negoci, és un dret! Avui, 7 de maig, tot el nostre suport a la VAGA de les escoles infantils.

A #rubicity fa massa que exigim una xarxa 100% pública, gestió directa i salaris dignes ja!",166,AUP_Rubí,2026-05-07,instagram,servicios_publicos
3908335871743517656,post,"⚽ L'esport educa, uneix i transforma.
Rubí ha inaugurat oficialment el camp de futbol municipal 25 de setembre 🎆. 
Un espai modern i funcional on fer créixer l'esport, la convivència i els valors del Juventud 25 de Septiembre, l'ànima de l'estadi ♥️. 
Un camp que és del club, del barri i de la ciutat, que hem estrenat amb tots els equips del Veinti sobre el terreny de joc 🔝.
Perquè darrere de cada jugador i jugadora hi ha esforç, companyerisme i passió. Rubí inverteix en el seu futur. 🏟️
#rubi #rubicity #Veinti #inauguracio #ValorsEsportius",856,Ajuntament de Rubí,2026-05-30,instagram,deporte
3907688446139621884,post,"🎧 Els dissabtes a El Casino són per ballar! Als clàssics balls amb orquestra s'hi afegeixen sessions amb DJ, que conviden gent de diverses generacions a recordar i tornar a gaudir amb els grans èxits de dècades passades. 

La proposta està sent tot un èxit. Podràs comprovar-ho una vegada més aquest dissabte amb una sessió de superèxits recents, dels anys 2000-2018, a càrrec de @dj_arzzett.

Més informació i accés a la venda d'entrades a ➡️ www.rubi.cat/casino

#rubi_ciutat #rubicity #rubi #rubicultura",157,Ajuntament de Rubí,2026-05-29,instagram,cultura_fiestas
3902596912708938441,post,"🤩Rubí ha recuperat la Nit de l’Empresa, per posar en valor el teixit empresarial que des de l’activitat productiva, la indústria, la logística o els serveis avançats, impulsa la competitivitat i la transformació de Rubí.

🔝L’acte ha reconegut empreses locals que han destacat en els àmbits de l’emprenedoria  @the_comaking_space  i el relleu empresarial @cofem_sa , la innovació i la digitalització @bbraungroup , l’economia circular @imeryspa_inside  i la trajectòria i arrelament a la ciutat @rubizippers @vectem_oficial @laincoagro  i @bjc.oficial",107,Ajuntament de Rubí,2026-05-22,instagram,tecnologia_innovacio
3907915424450299790,post,"🎉Festa del barri de Ca n'Oriol!

40a edició d'una de les festes més populars de #rubicity 📍

✊ Reconeixement amb la distinció Montserrat Rovira a Matías Barbudo per la seva aportació al barri, rebut en mans de la seva família.

ℹ️ Recordeu que fins diumenge podeu gaudir de moltes activitats.

Gràcies @avcanoriol per la vostra tasca!

#barri #rubi_ciutat",14,En Comú Podem Rubí,2026-05-29,instagram,cultura_fiestas
